order_id,order_timestamp,pizza_id,pizza_size,quantity
76,2015-01-02 12:21:17,20,S,1
76,2015-01-02 12:21:17,1,L,1
76,2015-01-02 12:21:17,25,L,1
76,2015-01-02 12:21:17,13,L,1
77,2015-01-02 12:22:46,8,M,1
77,2015-01-02 12:22:46,1,M,1
78,2015-01-02 12:28:14,20,S,1
78,2015-01-02 12:28:14,2,S,1
78,2015-01-02 12:28:14,22,L,1
78,2015-01-02 12:28:14,12,M,1
78,2015-01-02 12:28:14,13,L,3
78,2015-01-02 12:28:14,6,S,1
79,2015-01-02 12:29:11,12,L,1
79,2015-01-02 12:29:11,31,S,1
79,2015-01-02 12:29:11,6,L,1
80,2015-01-02 12:35:38,18,S,1
80,2015-01-02 12:35:38,6,M,1
81,2015-01-02 12:40:01,6,L,1
82,2015-01-02 12:45:51,20,S,1
82,2015-01-02 12:45:51,17,M,1
82,2015-01-02 12:45:51,13,L,1
82,2015-01-02 12:45:51,15,M,1
83,2015-01-02 12:53:27,16,S,1
84,2015-01-02 13:13:41,18,L,1
85,2015-01-02 13:34:49,2,M,1
85,2015-01-02 13:34:49,2,S,1
85,2015-01-02 13:34:49,4,L,1
85,2015-01-02 13:34:49,9,M,1
86,2015-01-02 13:40:31,1,L,1
87,2015-01-02 14:01:02,12,M,1
87,2015-01-02 14:01:02,5,M,1
87,2015-01-02 14:01:02,10,L,1
87,2015-01-02 14:01:02,10,S,1
88,2015-01-02 14:10:08,3,L,1
89,2015-01-02 14:30:19,21,L,1
89,2015-01-02 14:30:19,6,L,1
90,2015-01-02 15:08:48,29,L,1
90,2015-01-02 15:08:48,6,S,1
91,2015-01-02 15:14:43,8,L,2
91,2015-01-02 15:14:43,19,S,1
91,2015-01-02 15:14:43,18,S,1
92,2015-01-02 15:17:02,8,M,1
92,2015-01-02 15:17:02,4,L,1
92,2015-01-02 15:17:02,4,M,1
92,2015-01-02 15:17:02,25,S,1
92,2015-01-02 15:17:02,18,M,1
92,2015-01-02 15:17:02,27,M,1
92,2015-01-02 15:17:02,28,S,1
92,2015-01-02 15:17:02,10,S,1
92,2015-01-02 15:17:02,9,M,2
93,2015-01-02 15:29:31,29,M,1
94,2015-01-02 16:17:16,12,M,1
94,2015-01-02 16:17:16,16,S,1
95,2015-01-02 16:18:04,23,S,1
95,2015-01-02 16:18:04,27,L,1
96,2015-01-02 16:21:20,23,S,1
97,2015-01-02 16:45:33,20,S,1
98,2015-01-02 17:18:18,2,L,1
98,2015-01-02 17:18:18,23,L,1
99,2015-01-02 17:45:42,4,L,1
100,2015-01-02 17:46:17,1,L,1
101,2015-01-02 17:51:33,17,L,1
101,2015-01-02 17:51:33,18,L,1
101,2015-01-02 17:51:33,21,L,1
101,2015-01-02 17:51:33,13,M,1
102,2015-01-02 17:54:04,8,S,1
102,2015-01-02 17:54:04,7,S,1
103,2015-01-02 18:02:09,10,S,1
104,2015-01-02 18:02:12,8,M,1
104,2015-01-02 18:02:12,30,M,1
104,2015-01-02 18:02:12,25,M,1
104,2015-01-02 18:02:12,15,L,1
105,2015-01-02 18:12:01,1,S,2
105,2015-01-02 18:12:01,18,L,1
105,2015-01-02 18:12:01,7,M,1
106,2015-01-02 18:12:13,5,L,1
106,2015-01-02 18:12:13,13,L,1
107,2015-01-02 18:25:09,17,L,1
107,2015-01-02 18:25:09,4,M,1
107,2015-01-02 18:25:09,13,L,1
107,2015-01-02 18:25:09,15,L,1
108,2015-01-02 18:25:25,2,L,1
108,2015-01-02 18:25:25,1,L,1
108,2015-01-02 18:25:25,10,L,1
109,2015-01-02 18:27:50,12,L,1
109,2015-01-02 18:27:50,4,L,1
109,2015-01-02 18:27:50,18,M,1
109,2015-01-02 18:27:50,7,L,1
110,2015-01-02 18:36:19,20,S,1
110,2015-01-02 18:36:19,23,L,1
110,2015-01-02 18:36:19,21,L,1
110,2015-01-02 18:36:19,13,S,1
111,2015-01-02 18:38:01,17,M,1
111,2015-01-02 18:38:01,3,L,1
111,2015-01-02 18:38:01,18,M,1
111,2015-01-02 18:38:01,14,L,1
112,2015-01-02 18:41:40,18,S,1
113,2015-01-02 18:50:21,17,L,1
113,2015-01-02 18:50:21,5,L,1
113,2015-01-02 18:50:21,16,M,1
114,2015-01-02 18:59:32,18,L,1
114,2015-01-02 18:59:32,29,S,1
115,2015-01-02 19:05:17,20,S,1
115,2015-01-02 19:05:17,23,L,1
115,2015-01-02 19:05:17,6,M,1
116,2015-01-02 19:18:49,3,L,1
117,2015-01-02 19:23:02,27,M,1
117,2015-01-02 19:23:02,29,L,1
118,2015-01-02 19:26:59,7,L,1
118,2015-01-02 19:26:59,28,S,1
119,2015-01-02 19:32:29,22,M,1
120,2015-01-02 19:35:07,2,S,1
120,2015-01-02 19:35:07,1,S,1
120,2015-01-02 19:35:07,28,L,1
121,2015-01-02 19:38:48,8,M,1
121,2015-01-02 19:38:48,22,L,1
121,2015-01-02 19:38:48,29,L,1
121,2015-01-02 19:38:48,16,L,1
122,2015-01-02 19:50:19,4,M,1
123,2015-01-02 20:12:09,12,S,1
124,2015-01-02 20:12:34,8,S,1
124,2015-01-02 20:12:34,29,L,1
124,2015-01-02 20:12:34,13,L,1
124,2015-01-02 20:12:34,9,S,1
125,2015-01-02 20:31:06,9,XL,1
126,2015-01-02 20:53:42,15,L,1
127,2015-01-02 20:58:23,18,M,1
128,2015-01-02 21:05:06,13,S,1
129,2015-01-02 21:13:02,20,S,1
129,2015-01-02 21:13:02,9,M,1
130,2015-01-02 21:14:55,1,S,1
130,2015-01-02 21:14:55,12,L,1
130,2015-01-02 21:14:55,5,M,1
130,2015-01-02 21:14:55,16,S,1
131,2015-01-02 21:33:10,19,L,1
131,2015-01-02 21:33:10,3,L,1
131,2015-01-02 21:33:10,11,S,1
131,2015-01-02 21:33:10,10,S,1
132,2015-01-02 21:42:45,18,S,1
133,2015-01-02 22:00:17,8,L,1
133,2015-01-02 22:00:17,1,L,1
133,2015-01-02 22:00:17,9,S,1
134,2015-01-02 22:13:24,20,S,1
134,2015-01-02 22:13:24,16,L,1
134,2015-01-02 22:13:24,10,S,1
135,2015-01-02 22:29:34,15,L,1
136,2015-01-02 22:32:49,3,L,1
136,2015-01-02 22:32:49,27,S,1
137,2015-01-03 11:34:10,26,L,1
137,2015-01-03 11:34:10,18,S,1
137,2015-01-03 11:34:10,13,M,1
138,2015-01-03 11:44:50,17,M,1
138,2015-01-03 11:44:50,22,L,1
138,2015-01-03 11:44:50,25,L,1
138,2015-01-03 11:44:50,29,M,1
139,2015-01-03 11:57:39,3,L,1
140,2015-01-03 12:26:44,7,S,1
140,2015-01-03 12:26:44,15,M,1
141,2015-01-03 13:16:01,2,M,1
142,2015-01-03 13:33:59,11,M,1
143,2015-01-03 13:41:36,17,S,1
143,2015-01-03 13:41:36,2,S,1
143,2015-01-03 13:41:36,1,L,1
143,2015-01-03 13:41:36,5,M,1
143,2015-01-03 13:41:36,18,L,1
143,2015-01-03 13:41:36,7,S,1
143,2015-01-03 13:41:36,6,L,1
143,2015-01-03 13:41:36,15,M,1
144,2015-01-03 13:44:28,8,M,3
144,2015-01-03 13:44:28,20,S,1
144,2015-01-03 13:44:28,17,L,1
144,2015-01-03 13:44:28,19,M,1
144,2015-01-03 13:44:28,3,L,1
144,2015-01-03 13:44:28,22,L,1
144,2015-01-03 13:44:28,31,S,1
144,2015-01-03 13:44:28,16,L,1
144,2015-01-03 13:44:28,16,S,1
144,2015-01-03 13:44:28,13,L,1
144,2015-01-03 13:44:28,6,M,1
144,2015-01-03 13:44:28,15,L,1
145,2015-01-03 13:53:48,9,S,1
146,2015-01-03 14:22:10,17,L,1
146,2015-01-03 14:22:10,22,M,1
146,2015-01-03 14:22:10,1,M,1
147,2015-01-03 14:32:51,9,XL,1
148,2015-01-03 14:40:42,26,S,1
149,2015-01-03 14:48:45,28,M,1
150,2015-01-03 14:49:58,18,M,1
151,2015-01-03 15:09:34,16,L,1
151,2015-01-03 15:09:34,10,S,1
152,2015-01-03 15:09:42,1,S,1
152,2015-01-03 15:09:42,28,L,1
152,2015-01-03 15:09:42,6,S,1
152,2015-01-03 15:09:42,9,M,1
153,2015-01-03 15:16:34,5,M,1
154,2015-01-03 15:22:43,7,S,1
155,2015-01-03 15:28:59,19,S,1
155,2015-01-03 15:28:59,23,L,1
155,2015-01-03 15:28:59,18,L,1
155,2015-01-03 15:28:59,27,L,1
156,2015-01-03 15:42:19,23,M,1
156,2015-01-03 15:42:19,6,L,1
157,2015-01-03 15:43:03,4,L,1
157,2015-01-03 15:43:03,26,M,1
157,2015-01-03 15:43:03,29,M,1
157,2015-01-03 15:43:03,14,M,1
158,2015-01-03 15:54:30,25,M,1
158,2015-01-03 15:54:30,6,M,1
159,2015-01-03 15:59:22,22,L,1
159,2015-01-03 15:59:22,6,M,1
160,2015-01-03 16:35:33,2,M,1
161,2015-01-03 16:43:46,1,S,1
161,2015-01-03 16:43:46,13,M,1
161,2015-01-03 16:43:46,9,XL,1
162,2015-01-03 16:51:22,20,S,1
163,2015-01-03 16:54:54,1,M,1
163,2015-01-03 16:54:54,18,L,1
163,2015-01-03 16:54:54,9,M,1
164,2015-01-03 16:56:33,17,L,1
164,2015-01-03 16:56:33,18,M,1
165,2015-01-03 16:57:37,7,M,1
166,2015-01-03 16:58:51,7,S,1
167,2015-01-03 17:00:49,8,L,1
167,2015-01-03 17:00:49,4,M,1
167,2015-01-03 17:00:49,18,M,1
168,2015-01-03 17:02:27,20,S,1
168,2015-01-03 17:02:27,15,M,1
169,2015-01-03 17:15:48,22,L,1
169,2015-01-03 17:15:48,12,S,1
169,2015-01-03 17:15:48,29,M,1
170,2015-01-03 17:21:31,1,L,1
171,2015-01-03 17:23:03,23,M,1
172,2015-01-03 17:29:24,23,S,1
172,2015-01-03 17:29:24,10,M,1
172,2015-01-03 17:29:24,6,L,1
173,2015-01-03 17:35:30,17,M,1
173,2015-01-03 17:35:30,2,M,1
173,2015-01-03 17:35:30,15,L,1
174,2015-01-03 17:37:49,20,S,1
174,2015-01-03 17:37:49,17,L,1
174,2015-01-03 17:37:49,17,M,1
174,2015-01-03 17:37:49,12,M,1
175,2015-01-03 17:50:51,4,L,1
176,2015-01-03 17:51:57,17,L,1
176,2015-01-03 17:51:57,27,M,1
177,2015-01-03 17:54:36,23,S,1
177,2015-01-03 17:54:36,6,L,1
178,2015-01-03 18:15:03,27,L,1
179,2015-01-03 18:20:14,1,L,1
179,2015-01-03 18:20:14,29,M,1
179,2015-01-03 18:20:14,15,S,1
180,2015-01-03 18:33:34,2,L,1
180,2015-01-03 18:33:34,7,L,1
181,2015-01-03 18:49:32,5,L,1
182,2015-01-03 18:50:10,32,S,1
182,2015-01-03 18:50:10,27,L,1
183,2015-01-03 18:54:55,23,M,1
183,2015-01-03 18:54:55,14,L,1
183,2015-01-03 18:54:55,14,S,1
184,2015-01-03 18:59:05,1,L,1
185,2015-01-03 19:08:33,29,M,1
185,2015-01-03 19:08:33,14,S,1
186,2015-01-03 19:36:00,5,L,1
186,2015-01-03 19:36:00,16,L,1
186,2015-01-03 19:36:00,14,L,1
186,2015-01-03 19:36:00,6,L,1
187,2015-01-03 19:37:12,3,L,1
187,2015-01-03 19:37:12,14,L,1
188,2015-01-03 20:08:39,3,L,1
188,2015-01-03 20:08:39,18,S,1
188,2015-01-03 20:08:39,27,L,1
189,2015-01-03 20:12:14,20,S,2
189,2015-01-03 20:12:14,6,S,1
190,2015-01-03 20:14:23,8,L,1
190,2015-01-03 20:14:23,22,M,1
190,2015-01-03 20:14:23,31,S,1
190,2015-01-03 20:14:23,7,L,1
191,2015-01-03 20:24:50,17,L,1
191,2015-01-03 20:24:50,30,M,1
192,2015-01-03 20:30:08,29,S,1
192,2015-01-03 20:30:08,16,L,1
193,2015-01-03 20:55:47,20,S,1
193,2015-01-03 20:55:47,17,M,1
193,2015-01-03 20:55:47,30,L,2
194,2015-01-03 21:21:24,8,S,1
195,2015-01-03 21:25:20,8,L,1
196,2015-01-03 21:40:14,29,S,1
196,2015-01-03 21:40:14,13,M,1
196,2015-01-03 21:40:14,15,M,1
197,2015-01-03 21:47:48,22,L,1
197,2015-01-03 21:47:48,12,L,1
197,2015-01-03 21:47:48,25,L,1
197,2015-01-03 21:47:48,21,L,1
198,2015-01-03 21:55:42,20,S,1
198,2015-01-03 21:55:42,30,L,1
199,2015-01-03 22:10:38,30,M,1
200,2015-01-03 22:24:05,9,XL,1
201,2015-01-03 22:29:59,24,M,1
201,2015-01-03 22:29:59,19,L,1
201,2015-01-03 22:29:59,4,L,1
201,2015-01-03 22:29:59,9,XL,1
202,2015-01-03 22:50:29,17,S,1
203,2015-01-04 11:30:48,17,L,1
203,2015-01-04 11:30:48,25,M,1
203,2015-01-04 11:30:48,31,L,1
203,2015-01-04 11:30:48,9,S,1
204,2015-01-04 11:36:25,13,L,1
205,2015-01-04 11:43:54,17,S,1
205,2015-01-04 11:43:54,30,M,1
205,2015-01-04 11:43:54,7,S,1
206,2015-01-04 11:45:10,23,M,1
206,2015-01-04 11:45:10,18,S,1
206,2015-01-04 11:45:10,13,L,1
207,2015-01-04 12:03:58,13,L,1
208,2015-01-04 12:12:05,8,L,1
208,2015-01-04 12:12:05,8,S,1
208,2015-01-04 12:12:05,30,M,1
208,2015-01-04 12:12:05,18,M,1
208,2015-01-04 12:12:05,9,M,1
209,2015-01-04 12:29:17,17,L,1
210,2015-01-04 12:34:13,28,S,1
211,2015-01-04 12:54:20,18,S,1
212,2015-01-04 13:16:03,12,L,1
213,2015-01-04 13:20:39,22,L,1
214,2015-01-04 13:39:16,12,L,1
214,2015-01-04 13:39:16,4,M,1
214,2015-01-04 13:39:16,5,S,1
214,2015-01-04 13:39:16,14,M,1
215,2015-01-04 13:44:49,11,S,1
216,2015-01-04 14:31:56,8,M,1
216,2015-01-04 14:31:56,3,L,1
216,2015-01-04 14:31:56,1,L,1
217,2015-01-04 14:35:03,2,M,1
217,2015-01-04 14:35:03,28,S,1
218,2015-01-04 14:35:11,13,M,1
219,2015-01-04 14:42:01,8,L,1
219,2015-01-04 14:42:01,3,L,1
219,2015-01-04 14:42:01,27,M,1
219,2015-01-04 14:42:01,28,M,1
220,2015-01-04 15:31:59,1,S,1
220,2015-01-04 15:31:59,12,S,1
220,2015-01-04 15:31:59,23,L,1
220,2015-01-04 15:31:59,13,L,1
221,2015-01-04 15:33:18,3,L,1
221,2015-01-04 15:33:18,7,M,1
221,2015-01-04 15:33:18,9,S,1
222,2015-01-04 15:46:38,22,L,1
222,2015-01-04 15:46:38,29,S,1
223,2015-01-04 16:08:20,31,S,1
224,2015-01-04 16:39:58,30,S,1
224,2015-01-04 16:39:58,4,M,1
224,2015-01-04 16:39:58,23,M,1
224,2015-01-04 16:39:58,6,L,1
225,2015-01-04 16:41:48,8,L,1
225,2015-01-04 16:41:48,8,M,1
225,2015-01-04 16:41:48,16,S,1
226,2015-01-04 16:59:39,2,L,1
227,2015-01-04 17:24:39,8,M,1
227,2015-01-04 17:24:39,9,M,1
228,2015-01-04 17:31:24,25,S,1
229,2015-01-04 17:37:57,25,L,1
229,2015-01-04 17:37:57,7,L,1
229,2015-01-04 17:37:57,14,S,1
230,2015-01-04 17:58:38,6,M,1
231,2015-01-04 18:04:18,17,L,1
231,2015-01-04 18:04:18,23,S,1
231,2015-01-04 18:04:18,7,S,1
232,2015-01-04 18:21:59,8,M,1
232,2015-01-04 18:21:59,10,L,1
233,2015-01-04 18:26:51,28,S,1
234,2015-01-04 18:36:09,30,M,1
234,2015-01-04 18:36:09,4,S,1
234,2015-01-04 18:36:09,23,M,1
235,2015-01-04 18:51:30,17,M,1
236,2015-01-04 19:21:04,2,L,1
236,2015-01-04 19:21:04,11,M,1
237,2015-01-04 19:27:48,11,S,1
238,2015-01-04 19:45:15,14,L,1
239,2015-01-04 19:57:52,4,L,1
239,2015-01-04 19:57:52,6,M,1
240,2015-01-04 20:10:24,22,M,1
241,2015-01-04 20:11:25,29,M,1
241,2015-01-04 20:11:25,10,L,1
242,2015-01-04 20:15:29,24,M,1
242,2015-01-04 20:15:29,6,L,1
242,2015-01-04 20:15:29,15,M,1
243,2015-01-04 20:26:17,2,L,1
243,2015-01-04 20:26:17,10,S,1
244,2015-01-04 20:26:22,4,S,1
244,2015-01-04 20:26:22,13,L,1
245,2015-01-04 20:28:41,8,L,1
245,2015-01-04 20:28:41,19,L,1
246,2015-01-04 20:30:48,30,M,1
246,2015-01-04 20:30:48,18,L,1
247,2015-01-04 20:55:29,1,M,1
247,2015-01-04 20:55:29,29,M,1
247,2015-01-04 20:55:29,10,S,1
248,2015-01-04 20:58:19,1,S,1
248,2015-01-04 20:58:19,6,L,1
249,2015-01-04 21:06:16,8,L,1
249,2015-01-04 21:06:16,24,S,1
250,2015-01-04 21:07:05,22,M,1
251,2015-01-04 21:10:05,5,M,1
252,2015-01-04 22:13:15,7,M,1
253,2015-01-04 22:16:18,32,S,1
254,2015-01-04 22:22:13,8,L,1
254,2015-01-04 22:22:13,32,S,1
254,2015-01-04 22:22:13,3,L,1
255,2015-01-05 11:23:35,3,L,1
255,2015-01-05 11:23:35,11,M,1
255,2015-01-05 11:23:35,1,L,1
255,2015-01-05 11:23:35,28,M,1
256,2015-01-05 11:56:06,31,L,1
257,2015-01-05 11:59:04,17,L,1
257,2015-01-05 11:59:04,30,L,1
258,2015-01-05 11:59:23,2,M,1
259,2015-01-05 12:04:25,18,L,1
260,2015-01-05 12:06:27,3,L,1
260,2015-01-05 12:06:27,9,L,1
261,2015-01-05 12:38:29,32,S,1
262,2015-01-05 12:42:01,17,M,1
263,2015-01-05 12:57:22,14,L,1
264,2015-01-05 13:03:59,5,M,1
265,2015-01-05 13:04:42,30,M,1
265,2015-01-05 13:04:42,5,L,1
265,2015-01-05 13:04:42,29,M,1
265,2015-01-05 13:04:42,13,L,1
266,2015-01-05 13:09:29,27,M,1
267,2015-01-05 13:37:50,22,L,1
267,2015-01-05 13:37:50,26,L,1
267,2015-01-05 13:37:50,23,S,1
268,2015-01-05 13:40:46,4,L,1
268,2015-01-05 13:40:46,18,S,1
269,2015-01-05 13:49:34,30,M,1
270,2015-01-05 14:09:02,16,L,1
270,2015-01-05 14:09:02,14,L,1
270,2015-01-05 14:09:02,6,L,1
271,2015-01-05 14:22:19,20,S,1
271,2015-01-05 14:22:19,17,M,2
271,2015-01-05 14:22:19,30,M,2
271,2015-01-05 14:22:19,19,L,2
271,2015-01-05 14:22:19,2,M,1
271,2015-01-05 14:22:19,4,M,1
271,2015-01-05 14:22:19,29,S,1
271,2015-01-05 14:22:19,21,M,1
271,2015-01-05 14:22:19,16,M,1
271,2015-01-05 14:22:19,9,S,1
272,2015-01-05 14:24:05,4,M,1
273,2015-01-05 14:28:00,21,S,1
274,2015-01-05 14:36:33,22,L,1
274,2015-01-05 14:36:33,6,L,1
275,2015-01-05 14:38:14,2,L,1
275,2015-01-05 14:38:14,3,L,1
275,2015-01-05 14:38:14,18,S,1
275,2015-01-05 14:38:14,29,M,1
276,2015-01-05 15:18:18,3,L,1
276,2015-01-05 15:18:18,13,L,1
277,2015-01-05 15:41:50,22,M,1
278,2015-01-05 15:49:21,25,M,1
278,2015-01-05 15:49:21,16,L,1
279,2015-01-05 16:07:03,17,M,1
279,2015-01-05 16:07:03,30,M,1
280,2015-01-05 16:20:23,7,M,1
280,2015-01-05 16:20:23,15,M,1
281,2015-01-05 16:33:48,29,S,1
282,2015-01-05 16:49:38,2,S,1
282,2015-01-05 16:49:38,3,L,1
282,2015-01-05 16:49:38,27,L,1
282,2015-01-05 16:49:38,14,L,1
283,2015-01-05 16:51:43,23,M,1
284,2015-01-05 16:58:16,22,M,1
284,2015-01-05 16:58:16,1,S,1
284,2015-01-05 16:58:16,23,M,1
285,2015-01-05 16:58:38,7,L,1
286,2015-01-05 17:01:23,4,M,1
286,2015-01-05 17:01:23,27,L,1
287,2015-01-05 17:30:09,4,M,1
287,2015-01-05 17:30:09,31,M,1
287,2015-01-05 17:30:09,18,M,1
287,2015-01-05 17:30:09,29,S,1
288,2015-01-05 17:32:44,32,S,1
288,2015-01-05 17:32:44,7,L,1
288,2015-01-05 17:32:44,10,L,1
289,2015-01-05 17:36:23,3,L,1
290,2015-01-05 17:41:16,2,S,1
290,2015-01-05 17:41:16,15,M,1
291,2015-01-05 17:44:39,8,L,1
291,2015-01-05 17:44:39,30,M,2
291,2015-01-05 17:44:39,22,M,1
292,2015-01-05 17:48:59,14,M,1
